ciudad_id,num_trabajador,refresco_id,rfc_cliente,rfc_tienda,dia_id,cantidad_venta,venta_$
7,1007,3,AXO901201T89,OXG0001112224,50,38,570.0
4,1001,9,AXO901201T89,OXB4445556669,14,137,1918.0
2,1007,10,AXO901201T89,OXD8889990002,19,140,2520.0
4,1010,9,SEV850615M56,SEV1112223336,3,145,2030.0
2,1010,3,AXO901201T89,OXD8889990002,16,178,2670.0
2,1007,10,AXO901201T89,OXB4445556669,49,106,1908.0
5,1009,2,CER881112L67,CHC2223334446,19,80,1200.0
9,1009,10,CER881112L67,CHT7778889991,40,112,2016.0
7,1007,2,AXO901201T89,OXI9876543210,12,100,1500.0
5,1003,8,AXO901201T89,OXS8889990001,38,91,2275.0
7,1002,2,CER881112L67,CHC2223334446,42,164,2460.0
5,1008,1,AXO901201T89,OXZ5556667770,11,270,4050.0
5,1003,7,AXO901201T89,OXP9990001112,23,196,4900.0
3,1002,2,SEV850615M56,SEV4445556667,49,140,2100.0
7,1002,5,SOR900728N45,SOR0001112223,15,29,348.0
6,1005,4,SOR900728N45,SOR7778889990,5,22,264.0
6,1003,9,WAL920304R34,WAL1112223334,17,147,2058.0
4,1002,2,AXO901201T89,OXZ5556667770,18,69,1035.0
10,1010,2,CER881112L67,CHS5556667778,26,35,525.0
2,1003,10,CER881112L67,CHM1112223334,5,136,2448.0
10,1008,5,AXO901201T89,OXL4445556668,27,59,708.0
3,1001,4,WAL920304R34,WAL1112223335,29,100,1200.0
2,1009,5,SOR900728N45,SOR9990001112,26,73,876.0
6,1007,8,AXO901201T89,OXR1112223334,32,182,4550.0
10,1004,8,SEV850615M56,SEV1112223336,47,140,3500.0
9,1004,6,SOR900728N45,SOR6667778889,10,25,300.0
4,1010,8,SOR900728N45,SOR9990001112,32,166,4150.0
8,1004,2,WAL920304R34,WAL1112223335,29,103,1545.0
1,1007,5,CER881112L67,CHM1112223334,37,128,1536.0
6,1004,3,WAL920304R34,WAL1112223334,15,172,2580.0
2,1004,10,AXO901201T89,OXI9876543210,21,113,2034.0
6,1007,10,SEV850615M56,SEV0001112224,42,94,1692.0
3,1004,8,SEV850615M56,SEV0001112224,44,185,4625.0
4,1010,5,SOR900728N45,SOR8889990001,45,89,1068.0
10,1007,9,AXO901201T89,OXP9990001112,46,133,1862.0
10,1003,7,CER881112L67,CHM1112223334,29,245,6125.0
4,1010,1,AXO901201T89,OXJ0001112225,44,267,4005.0
5,1008,8,SEV850615M56,SEV6667778880,47,36,900.0
8,1004,2,AXO901201T89,OXG0001112224,45,193,2895.0
9,1009,3,WAL920304R34,WAL2223334447,50,30,450.0
6,1010,5,AXO901201T89,OXD8889990002,29,148,1776.0
10,1004,3,AXO901201T89,OXH1112223337,37,84,1260.0
7,1003,3,CER881112L67,CHC2223334446,14,61,915.0
5,1008,4,CER881112L67,CHS5556667778,47,109,1308.0
7,1005,5,CER881112L67,CHM1112223334,34,40,480.0
3,1007,6,AXO901201T89,OXC7778889990,32,135,1620.0
1,1010,6,SEV850615M56,SEV1112223336,16,130,1560.0
3,1008,1,CER881112L67,CHN3334445558,48,284,4260.0
9,1005,7,AXO901201T89,OXX3334445556,25,235,5875.0
6,1002,3,AXO901201T89,OXH1112223337,6,141,2115.0
8,1002,5,AXO901201T89,OXX3334445556,23,81,972.0
2,1001,2,CER881112L67,CHP6667778889,47,72,1080.0
7,1010,9,SOR900728N45,SOR9990001112,7,47,658.0
5,1003,4,SOR900728N45,SOR8889990001,13,148,1776.0
7,1002,5,AXO901201T89,OXP9990001112,10,108,1296.0
4,1009,5,WAL920304R34,WAL2223334447,26,136,1632.0
10,1009,5,WAL920304R34,WAL2223334447,5,138,1656.0
6,1003,1,WAL920304R34,WAL4445556667,38,262,3930.0
5,1004,1,AXO901201T89,OXN3334445556,6,107,1605.0
9,1009,4,AXO901201T89,OXA9990001113,23,73,876.0
9,1006,1,AXO901201T89,OXP9990001112,45,212,3180.0
10,1002,6,SEV850615M56,SEV6667778880,40,39,468.0
2,1001,6,SEV850615M56,SEV6667778880,15,53,636.0
9,1009,6,SOR900728N45,SOR8889990001,17,84,1008.0
8,1006,7,WAL920304R34,WAL6667778890,49,284,7100.0
1,1005,1,AXO901201T89,OXX3334445556,42,185,2775.0
1,1001,8,SEV850615M56,SEV6667778880,35,130,3250.0
5,1008,2,WAL920304R34,WAL7778889991,21,185,2775.0
5,1004,3,AXO901201T89,OXI9876543210,14,115,1725.0
1,1010,2,SEV850615M56,SEV3334445556,43,34,510.0
10,1002,10,CER881112L67,CHS5556667778,32,150,2700.0
6,1006,9,AXO901201T89,OXL4445556668,12,74,1036.0
2,1001,5,AXO901201T89,OXL4445556668,46,92,1104.0
7,1003,3,AXO901201T89,OXL4445556668,28,49,735.0
3,1007,3,SEV850615M56,SEV2223334445,30,96,1440.0
10,1002,3,AXO901201T89,OXX3334445556,13,150,2250.0
6,1002,3,WAL920304R34,WAL1112223334,26,138,2070.0
3,1006,9,AXO901201T89,OXN3334445556,26,77,1078.0
1,1003,7,AXO901201T89,OXH1112223337,48,216,5400.0
5,1004,7,SEV850615M56,SEV6667778880,6,159,3975.0
2,1006,2,AXO901201T89,OXB4445556669,26,89,1335.0
8,1007,8,SEV850615M56,SEV1112223336,37,110,2750.0
9,1004,5,CER881112L67,CHS5556667778,5,49,588.0
2,1005,5,AXO901201T89,OXL2223334445,19,32,384.0
9,1006,3,SOR900728N45,SOR8889990001,26,58,870.0
8,1010,6,SOR900728N45,SOR0001112223,43,22,264.0
6,1003,2,AXO901201T89,OXN3334445556,26,127,1905.0
7,1007,9,SEV850615M56,SEV3334445556,47,38,532.0
1,1005,6,CER881112L67,CHC2223334446,4,40,480.0
4,1003,7,AXO901201T89,OXH1112223337,24,141,3525.0
3,1010,3,AXO901201T89,OXP3334445557,43,61,915.0
8,1006,10,CER881112L67,CHP6667778889,19,104,1872.0
6,1002,5,AXO901201T89,OXI9876543210,49,121,1452.0
9,1009,4,CER881112L67,CHT7778889991,4,89,1068.0
2,1001,9,AXO901201T89,OXP3334445557,19,26,364.0
9,1009,2,AXO901201T89,OXG0001112224,41,78,1170.0
7,1006,10,WAL920304R34,WAL0001112223,20,113,2034.0
1,1004,4,AXO901201T89,OXG0001112224,26,66,792.0
3,1010,3,AXO901201T89,OXA9990001113,18,101,1515.0
5,1002,4,SEV850615M56,SEV4445556667,20,112,1344.0
5,1001,10,AXO901201T89,OXB4445556669,34,132,2376.0
7,1006,8,AXO901201T89,OXP3334445557,43,43,1075.0
2,1008,2,AXO901201T89,OXI9876543210,3,54,810.0
1,1007,3,AXO901201T89,OXH1112223337,14,192,2880.0
5,1010,3,CER881112L67,CHC2223334446,36,70,1050.0
1,1008,4,SOR900728N45,SOR7778889990,48,81,972.0
5,1006,10,CER881112L67,CHI8889990002,31,35,630.0
3,1008,3,AXO901201T89,OXJ0001112225,14,75,1125.0
8,1009,10,WAL920304R34,WAL2223334447,3,147,2646.0
6,1001,4,SEV850615M56,SEV5556667779,29,20,240.0
7,1001,8,WAL920304R34,WAL4445556667,5,155,3875.0
5,1002,3,AXO901201T89,OXZ5556667770,41,154,2310.0
2,1005,9,SEV850615M56,SEV9990001112,46,81,1134.0
8,1001,9,CER881112L67,CHI8889990002,49,47,658.0
9,1005,5,SOR900728N45,SOR7778889990,27,105,1260.0
7,1007,4,WAL920304R34,WAL5556667778,44,108,1296.0
4,1003,10,AXO901201T89,OXL2223334445,10,45,810.0
4,1006,1,AXO901201T89,OXS8889990001,34,271,4065.0
2,1006,10,AXO901201T89,OXP9990001112,40,108,1944.0
6,1002,6,AXO901201T89,OXR1112223334,12,122,1464.0
6,1004,3,CER881112L67,CHS5556667778,37,65,975.0
5,1009,10,AXO901201T89,OXM9990001114,30,128,2304.0
4,1003,1,CER881112L67,CHC2223334446,48,232,3480.0
6,1010,5,CER881112L67,CHT7778889991,8,127,1524.0
7,1005,5,CER881112L67,CHS5556667778,34,98,1176.0
3,1007,5,SOR900728N45,SOR7778889990,38,129,1548.0
9,1001,4,CER881112L67,CHP6667778889,35,75,900.0
6,1003,2,CER881112L67,CHM1112223334,24,166,2490.0
8,1009,1,WAL920304R34,WAL6667778889,36,239,3585.0
8,1007,10,SEV850615M56,SEV5556667771,34,53,954.0
8,1001,2,CER881112L67,CHP6667778889,32,142,2130.0
7,1005,8,CER881112L67,CHE4445556667,30,196,4900.0
1,1001,6,SEV850615M56,SEV5556667779,39,59,708.0
5,1008,3,AXO901201T89,OXN3334445556,48,97,1455.0
1,1001,4,WAL920304R34,WAL5556667778,38,31,372.0
7,1003,10,WAL920304R34,WAL1112223335,49,34,612.0
6,1003,10,AXO901201T89,OXL4445556668,29,128,2304.0
4,1004,4,SOR900728N45,SOR6667778889,28,125,1500.0
6,1002,4,AXO901201T89,OXI9876543210,8,34,408.0
10,1009,1,SOR900728N45,SOR6667778889,49,114,1710.0
4,1002,10,WAL920304R34,WAL5556667778,6,111,1998.0
3,1003,2,AXO901201T89,OXJ0001112225,40,126,1890.0
2,1003,1,AXO901201T89,OXM9990001114,35,171,2565.0
4,1010,5,WAL920304R34,WAL0001112223,25,46,552.0
6,1005,4,SOR900728N45,SOR6667778889,5,59,708.0
1,1010,4,AXO901201T89,OXR1112223334,41,121,1452.0
3,1002,5,WAL920304R34,WAL2223334447,7,113,1356.0
9,1005,8,AXO901201T89,OXP9990001112,38,50,1250.0
6,1001,4,SOR900728N45,SOR0001112223,48,114,1368.0
5,1006,1,AXO901201T89,OXC7778889990,43,250,3750.0
6,1004,3,AXO901201T89,OXC1234567890,9,136,2040.0
1,1006,6,AXO901201T89,OXC1234567890,39,128,1536.0
7,1010,3,WAL920304R34,WAL6667778890,35,178,2670.0
6,1002,6,AXO901201T89,OXX3334445556,38,65,780.0
5,1008,1,AXO901201T89,OXX3334445556,21,198,2970.0
10,1001,3,SEV850615M56,SEV2223334445,29,147,2205.0
2,1009,7,AXO901201T89,OXD8889990002,47,239,5975.0
10,1010,3,WAL920304R34,WAL4445556667,23,165,2475.0
9,1010,8,WAL920304R34,WAL6667778890,14,155,3875.0
9,1010,1,CER881112L67,CHP6667778889,26,257,3855.0
7,1009,5,WAL920304R34,WAL1112223335,24,111,1332.0
3,1005,7,SEV850615M56,SEV2223334445,42,283,7075.0
10,1006,1,WAL920304R34,WAL5556667778,2,297,4455.0
3,1006,6,SOR900728N45,SOR0001112223,10,112,1344.0
9,1008,1,SOR900728N45,SOR0001112223,12,163,2445.0
3,1007,8,AXO901201T89,OXG0001112224,2,82,2050.0
7,1004,6,SEV850615M56,SEV3334445556,12,73,876.0
10,1007,7,WAL920304R34,WAL1112223334,35,153,3825.0
2,1008,8,CER881112L67,CHI8889990002,39,196,4900.0
8,1009,1,AXO901201T89,OXP3334445557,1,220,3300.0
8,1006,8,AXO901201T89,OXL2223334445,20,146,3650.0
9,1005,6,AXO901201T89,OXI9876543210,21,84,1008.0
9,1002,10,SEV850615M56,SEV3334445556,22,142,2556.0
6,1005,8,SEV850615M56,SEV6667778880,37,159,3975.0
5,1007,3,CER881112L67,CHP6667778889,28,121,1815.0
2,1010,9,AXO901201T89,OXI9876543210,5,109,1526.0
2,1004,7,AXO901201T89,OXX3334445556,43,181,4525.0
5,1010,10,WAL920304R34,WAL1112223334,29,51,918.0
1,1008,4,SEV850615M56,SEV1112223336,32,58,696.0
8,1004,5,SOR900728N45,SOR6667778889,28,145,1740.0
8,1010,2,AXO901201T89,OXP9990001112,38,140,2100.0
1,1010,6,AXO901201T89,OXA9990001113,43,149,1788.0
1,1009,10,AXO901201T89,OXN3334445556,47,109,1962.0
2,1006,5,AXO901201T89,OXR1112223334,47,39,468.0
9,1006,1,WAL920304R34,WAL5556667778,28,210,3150.0
2,1003,3,AXO901201T89,OXA9990001113,35,143,2145.0
6,1003,1,WAL920304R34,WAL0001112223,47,118,1770.0
5,1007,4,AXO901201T89,OXS8889990001,43,91,1092.0
1,1006,7,WAL920304R34,WAL1112223334,3,107,2675.0
7,1005,7,WAL920304R34,WAL1112223335,36,108,2700.0
5,1003,1,AXO901201T89,OXP3334445557,18,259,3885.0
3,1009,8,AXO901201T89,OXC7778889990,14,53,1325.0
5,1010,10,CER881112L67,CHC2223334446,5,50,900.0
1,1008,8,SEV850615M56,SEV2223334445,43,158,3950.0
6,1005,10,AXO901201T89,OXX3334445556,31,30,540.0
5,1005,6,SEV850615M56,SEV2223334445,16,137,1644.0
8,1004,3,AXO901201T89,OXN3334445556,39,87,1305.0
2,1003,8,WAL920304R34,WAL0001112223,26,182,4550.0
6,1008,10,WAL920304R34,WAL0001112223,3,90,1620.0
5,1002,5,CER881112L67,CHE4445556667,2,133,1596.0
3,1006,8,SOR900728N45,SOR6667778889,32,171,4275.0
2,1004,4,SOR900728N45,SOR0001112223,35,138,1656.0
6,1008,10,SEV850615M56,SEV5556667771,50,40,720.0
3,1003,3,WAL920304R34,WAL4445556667,16,196,2940.0
10,1003,5,CER881112L67,CHM1112223334,15,119,1428.0
10,1004,4,SOR900728N45,SOR9990001112,34,89,1068.0
9,1004,9,CER881112L67,CHN3334445558,31,71,994.0
8,1005,2,CER881112L67,CHC2223334446,21,187,2805.0
2,1009,7,SOR900728N45,SOR8889990001,45,117,2925.0
6,1009,4,SEV850615M56,SEV9990001112,50,83,996.0
7,1005,2,SOR900728N45,SOR7778889990,21,97,1455.0
2,1006,4,SEV850615M56,SEV9990001112,46,53,636.0
2,1009,10,AXO901201T89,OXG0001112224,7,150,2700.0
6,1009,1,AXO901201T89,OXI9876543210,27,244,3660.0
8,1003,7,AXO901201T89,OXP3334445557,37,195,4875.0
6,1010,6,AXO901201T89,OXB4445556669,34,148,1776.0
10,1009,9,SEV850615M56,SEV0001112224,27,80,1120.0
2,1004,7,SEV850615M56,SEV9990001112,35,285,7125.0
5,1002,7,SOR900728N45,SOR7778889990,23,148,3700.0
2,1004,2,WAL920304R34,WAL5556667778,49,98,1470.0
3,1003,9,CER881112L67,CHI8889990002,26,66,924.0
9,1007,5,AXO901201T89,OXD8889990002,6,98,1176.0
8,1009,6,WAL920304R34,WAL5556667778,6,90,1080.0
10,1002,10,CER881112L67,CHI8889990002,41,83,1494.0
8,1004,9,WAL920304R34,WAL6667778890,25,33,462.0
10,1010,2,CER881112L67,CHT7778889991,17,87,1305.0
6,1007,4,CER881112L67,CHM1112223334,42,102,1224.0
3,1009,2,WAL920304R34,WAL2223334447,36,100,1500.0
3,1009,9,CER881112L67,CHP6667778889,26,38,532.0
4,1002,6,SEV850615M56,SEV6667778880,9,79,948.0
1,1009,1,WAL920304R34,WAL2223334447,38,152,2280.0
8,1005,3,AXO901201T89,OXG0001112224,32,90,1350.0
1,1004,7,CER881112L67,CHI8889990002,35,161,4025.0
7,1003,4,WAL920304R34,WAL6667778890,50,33,396.0
1,1007,4,WAL920304R34,WAL5556667778,25,43,516.0
9,1005,8,CER881112L67,CHP6667778889,3,180,4500.0
9,1009,10,WAL920304R34,WAL4445556667,14,57,1026.0
8,1009,8,WAL920304R34,WAL1112223335,25,53,1325.0
7,1001,6,SEV850615M56,SEV4445556667,42,23,276.0
9,1005,8,AXO901201T89,OXC7778889990,48,109,2725.0
5,1002,6,WAL920304R34,WAL6667778889,39,46,552.0
5,1004,6,CER881112L67,CHE4445556667,45,134,1608.0
1,1010,6,AXO901201T89,OXR1112223334,20,101,1212.0
9,1001,5,SOR900728N45,SOR9990001112,5,138,1656.0
9,1003,6,WAL920304R34,WAL4445556667,38,25,300.0
7,1002,1,AXO901201T89,OXD8889990002,7,290,4350.0
8,1001,3,WAL920304R34,WAL6667778889,1,87,1305.0
5,1005,3,CER881112L67,CHC2223334446,8,136,2040.0
8,1006,9,WAL920304R34,WAL4445556667,50,25,350.0
7,1005,7,AXO901201T89,OXZ5556667770,36,89,2225.0
7,1001,8,SEV850615M56,SEV5556667771,47,80,2000.0
5,1006,1,WAL920304R34,WAL0001112223,30,139,2085.0
1,1005,1,AXO901201T89,OXM9990001114,32,154,2310.0
10,1010,2,AXO901201T89,OXC1234567890,8,102,1530.0
3,1008,9,SOR900728N45,SOR8889990001,3,129,1806.0
8,1010,2,WAL920304R34,WAL7778889991,41,193,2895.0
4,1004,3,WAL920304R34,WAL7778889991,5,90,1350.0
6,1003,1,CER881112L67,CHP6667778889,21,113,1695.0
3,1002,5,SEV850615M56,SEV0001112224,33,133,1596.0
4,1004,8,SEV850615M56,SEV4445556667,49,116,2900.0
7,1008,5,CER881112L67,CHS5556667778,46,32,384.0
1,1006,10,CER881112L67,CHC2223334446,31,72,1296.0
10,1002,1,CER881112L67,CHC2223334446,9,120,1800.0
4,1002,2,AXO901201T89,OXZ5556667770,34,116,1740.0
3,1003,10,AXO901201T89,OXX3334445556,24,28,504.0
8,1002,2,AXO901201T89,OXP3334445557,6,50,750.0
1,1001,10,SEV850615M56,SEV1112223336,14,69,1242.0
8,1001,2,WAL920304R34,WAL1112223335,27,149,2235.0
3,1001,8,AXO901201T89,OXI9876543210,45,43,1075.0
3,1005,5,SOR900728N45,SOR0001112223,23,74,888.0
4,1001,9,WAL920304R34,WAL5556667778,26,112,1568.0
4,1009,3,CER881112L67,CHN3334445558,1,86,1290.0
6,1001,2,WAL920304R34,WAL4445556667,32,41,615.0
5,1002,9,WAL920304R34,WAL1112223335,42,30,420.0
4,1009,6,WAL920304R34,WAL1112223334,32,140,1680.0
1,1004,1,AXO901201T89,OXX3334445556,12,212,3180.0
1,1005,2,SEV850615M56,SEV5556667779,38,155,2325.0
4,1004,2,WAL920304R34,WAL1112223335,12,195,2925.0
1,1001,1,AXO901201T89,OXZ5556667770,7,223,3345.0
5,1007,3,SEV850615M56,SEV1112223336,5,48,720.0
3,1007,3,SEV850615M56,SEV4445556667,9,121,1815.0
4,1002,5,AXO901201T89,OXI9876543210,36,104,1248.0
4,1008,10,SOR900728N45,SOR7778889990,9,42,756.0
2,1002,9,SEV850615M56,SEV5556667771,20,136,1904.0
8,1008,1,SEV850615M56,SEV2223334445,36,99,1485.0
1,1006,2,CER881112L67,CHP6667778889,18,43,645.0
7,1009,4,CER881112L67,CHI8889990002,20,39,468.0
9,1004,9,CER881112L67,CHC2223334446,35,73,1022.0
4,1006,3,WAL920304R34,WAL7778889991,7,85,1275.0
2,1002,1,AXO901201T89,OXR1112223334,19,184,2760.0
2,1008,1,CER881112L67,CHI8889990002,50,148,2220.0
5,1003,7,AXO901201T89,OXN3334445556,14,291,7275.0
1,1008,5,AXO901201T89,OXZ5556667770,2,80,960.0
1,1002,4,CER881112L67,CHS5556667778,16,72,864.0
10,1008,4,AXO901201T89,OXC1234567890,21,82,984.0
2,1006,7,SEV850615M56,SEV5556667771,19,140,3500.0
1,1008,4,AXO901201T89,OXD8889990002,45,146,1752.0
10,1006,4,WAL920304R34,WAL4445556667,11,137,1644.0
8,1008,7,SOR900728N45,SOR9990001112,39,285,7125.0
4,1001,8,AXO901201T89,OXD8889990002,39,129,3225.0
8,1001,2,AXO901201T89,OXC1234567890,17,169,2535.0
9,1009,2,CER881112L67,CHT7778889991,7,125,1875.0
7,1010,8,WAL920304R34,WAL6667778889,5,120,3000.0
7,1002,3,SEV850615M56,SEV1112223336,22,74,1110.0
1,1004,4,AXO901201T89,OXL4445556668,13,35,420.0
9,1007,10,AXO901201T89,OXS8889990001,11,110,1980.0
5,1006,2,AXO901201T89,OXA9990001113,34,195,2925.0
4,1004,8,AXO901201T89,OXH1112223337,29,99,2475.0
7,1004,10,CER881112L67,CHN3334445558,11,108,1944.0
2,1003,9,SEV850615M56,SEV2223334445,36,85,1190.0
7,1001,5,SOR900728N45,SOR8889990001,26,35,420.0
9,1002,6,WAL920304R34,WAL2223334447,44,24,288.0
4,1005,9,SOR900728N45,SOR9990001112,43,93,1302.0
1,1003,1,CER881112L67,CHI8889990002,14,299,4485.0
5,1003,2,AXO901201T89,OXG0001112224,24,197,2955.0
5,1004,9,CER881112L67,CHP6667778889,8,122,1708.0
6,1009,4,AXO901201T89,OXJ0001112225,28,134,1608.0
9,1007,2,SEV850615M56,SEV4445556667,6,132,1980.0
9,1010,9,SEV850615M56,SEV2223334445,16,100,1400.0
8,1001,7,AXO901201T89,OXM9990001114,17,154,3850.0
1,1005,6,AXO901201T89,OXH1112223337,44,130,1560.0
3,1007,6,WAL920304R34,WAL6667778890,1,143,1716.0
1,1010,9,CER881112L67,CHP6667778889,45,57,798.0
2,1002,3,CER881112L67,CHI8889990002,29,140,2100.0
4,1002,4,WAL920304R34,WAL6667778889,31,86,1032.0
9,1001,7,WAL920304R34,WAL1112223335,29,63,1575.0
1,1004,8,AXO901201T89,OXX3334445556,6,157,3925.0
2,1006,1,CER881112L67,CHS5556667778,18,202,3030.0
5,1008,5,SOR900728N45,SOR9990001112,46,129,1548.0
8,1008,10,AXO901201T89,OXC7778889990,15,86,1548.0
9,1007,8,AXO901201T89,OXN3334445556,37,191,4775.0
5,1009,4,WAL920304R34,WAL2223334447,20,118,1416.0
10,1001,1,SEV850615M56,SEV0001112224,13,59,885.0
2,1005,5,AXO901201T89,OXD8889990002,16,64,768.0
6,1001,5,SEV850615M56,SEV1112223336,42,49,588.0
10,1002,1,AXO901201T89,OXS8889990001,3,79,1185.0
4,1001,3,AXO901201T89,OXH1112223337,10,40,600.0
10,1005,8,AXO901201T89,OXD8889990002,6,179,4475.0
10,1002,7,AXO901201T89,OXL2223334445,6,56,1400.0
4,1004,2,AXO901201T89,OXC7778889990,31,49,735.0
10,1006,8,WAL920304R34,WAL5556667778,3,118,2950.0
8,1006,4,AXO901201T89,OXH1112223337,14,57,684.0
7,1007,1,SEV850615M56,SEV1112223336,14,86,1290.0
8,1006,8,AXO901201T89,OXP3334445557,6,76,1900.0
1,1007,3,SEV850615M56,SEV0001112224,8,130,1950.0
6,1007,10,CER881112L67,CHS5556667778,45,96,1728.0
3,1002,1,CER881112L67,CHM1112223334,29,106,1590.0
7,1008,3,AXO901201T89,OXS8889990001,28,87,1305.0
10,1010,8,AXO901201T89,OXA9990001113,32,172,4300.0
1,1003,4,CER881112L67,CHE4445556667,44,54,648.0
9,1004,5,AXO901201T89,OXP9990001112,16,73,876.0
1,1008,1,WAL920304R34,WAL2223334447,32,69,1035.0
10,1001,2,SEV850615M56,SEV5556667771,28,38,570.0
3,1009,8,SOR900728N45,SOR9990001112,1,194,4850.0
5,1008,7,CER881112L67,CHI8889990002,31,296,7400.0
7,1005,5,AXO901201T89,OXP3334445557,46,44,528.0
9,1008,3,WAL920304R34,WAL0001112223,30,152,2280.0
2,1005,5,CER881112L67,CHS5556667778,10,140,1680.0
1,1006,9,AXO901201T89,OXN3334445556,48,91,1274.0
5,1008,5,WAL920304R34,WAL7778889991,8,69,828.0
10,1003,3,AXO901201T89,OXH1112223337,11,55,825.0
9,1009,7,AXO901201T89,OXC1234567890,28,242,6050.0
4,1008,6,SOR900728N45,SOR7778889990,31,85,1020.0
1,1002,1,SOR900728N45,SOR8889990001,49,282,4230.0
7,1002,9,CER881112L67,CHM1112223334,1,102,1428.0
8,1004,1,CER881112L67,CHE4445556667,8,103,1545.0
3,1009,5,CER881112L67,CHC2223334446,37,106,1272.0
3,1005,3,WAL920304R34,WAL5556667778,6,132,1980.0
3,1006,8,WAL920304R34,WAL1112223335,33,103,2575.0
8,1006,1,SEV850615M56,SEV9990001112,9,273,4095.0
9,1003,9,CER881112L67,CHE4445556667,28,129,1806.0
8,1001,4,SEV850615M56,SEV0001112224,42,57,684.0
8,1009,7,AXO901201T89,OXH1112223337,39,188,4700.0
6,1006,1,AXO901201T89,OXN3334445556,1,194,2910.0
6,1007,3,SOR900728N45,SOR6667778889,48,34,510.0
5,1004,10,SEV850615M56,SEV4445556667,11,96,1728.0
4,1006,4,AXO901201T89,OXJ0001112225,17,39,468.0
2,1006,9,SEV850615M56,SEV6667778880,31,100,1400.0
6,1002,8,AXO901201T89,OXD8889990002,24,77,1925.0
9,1003,4,WAL920304R34,WAL1112223335,29,117,1404.0
5,1002,10,AXO901201T89,OXP9990001112,30,60,1080.0
2,1005,4,CER881112L67,CHN3334445558,28,34,408.0
8,1001,4,AXO901201T89,OXS8889990001,20,88,1056.0
10,1005,3,SEV850615M56,SEV9990001112,39,33,495.0
6,1002,2,CER881112L67,CHT7778889991,39,113,1695.0
8,1010,2,SOR900728N45,SOR0001112223,24,191,2865.0
1,1007,2,CER881112L67,CHP6667778889,12,48,720.0
2,1004,9,AXO901201T89,OXL4445556668,41,125,1750.0
10,1001,1,WAL920304R34,WAL4445556667,50,127,1905.0
1,1002,5,CER881112L67,CHP6667778889,33,59,708.0
9,1005,5,AXO901201T89,OXS8889990001,30,83,996.0
5,1010,7,CER881112L67,CHI8889990002,32,54,1350.0
2,1010,3,CER881112L67,CHC2223334446,1,173,2595.0
6,1005,9,CER881112L67,CHN3334445558,50,24,336.0
1,1005,4,WAL920304R34,WAL6667778890,49,85,1020.0
8,1006,3,AXO901201T89,OXI9876543210,28,195,2925.0
7,1010,10,SEV850615M56,SEV3334445556,50,117,2106.0
4,1001,8,AXO901201T89,OXB4445556669,42,146,3650.0
6,1008,4,AXO901201T89,OXZ5556667770,20,91,1092.0
7,1005,9,WAL920304R34,WAL6667778889,10,84,1176.0
7,1009,6,SOR900728N45,SOR0001112223,17,142,1704.0
7,1004,5,CER881112L67,CHT7778889991,48,83,996.0
10,1003,3,WAL920304R34,WAL7778889991,41,72,1080.0
2,1008,8,SEV850615M56,SEV0001112224,11,141,3525.0
1,1007,6,WAL920304R34,WAL7778889991,23,133,1596.0
2,1007,6,WAL920304R34,WAL2223334447,48,74,888.0
9,1005,1,SEV850615M56,SEV5556667779,25,118,1770.0
9,1010,5,SOR900728N45,SOR9990001112,13,62,744.0
9,1007,3,AXO901201T89,OXS8889990001,45,156,2340.0
8,1006,4,SOR900728N45,SOR0001112223,8,92,1104.0
4,1001,4,AXO901201T89,OXD8889990002,37,43,516.0
9,1005,9,WAL920304R34,WAL4445556667,9,126,1764.0
7,1002,5,CER881112L67,CHI8889990002,7,138,1656.0
9,1001,2,SOR900728N45,SOR9990001112,41,175,2625.0
9,1010,1,CER881112L67,CHM1112223334,49,159,2385.0
1,1005,9,WAL920304R34,WAL1112223334,25,81,1134.0
1,1010,3,WAL920304R34,WAL6667778889,39,191,2865.0
4,1001,1,SEV850615M56,SEV5556667771,22,139,2085.0
6,1001,5,WAL920304R34,WAL0001112223,49,66,792.0
8,1007,4,AXO901201T89,OXB4445556669,48,42,504.0
2,1009,3,SEV850615M56,SEV4445556667,38,40,600.0
4,1006,5,CER881112L67,CHM1112223334,48,60,720.0
5,1001,4,AXO901201T89,OXR1112223334,25,22,264.0
10,1002,1,AXO901201T89,OXR1112223334,18,240,3600.0
9,1008,6,CER881112L67,CHP6667778889,41,72,864.0
9,1005,1,WAL920304R34,WAL1112223334,7,92,1380.0
5,1005,1,CER881112L67,CHP6667778889,43,300,4500.0
9,1005,2,AXO901201T89,OXM9990001114,24,123,1845.0
7,1005,5,WAL920304R34,WAL1112223334,14,71,852.0
3,1002,10,CER881112L67,CHT7778889991,22,43,774.0
3,1010,4,AXO901201T89,OXD8889990002,44,29,348.0
9,1009,1,SEV850615M56,SEV5556667771,43,212,3180.0
4,1008,3,SOR900728N45,SOR9990001112,20,142,2130.0
7,1005,3,WAL920304R34,WAL6667778890,48,122,1830.0
5,1001,1,WAL920304R34,WAL4445556667,25,210,3150.0
4,1010,10,AXO901201T89,OXM9990001114,43,33,594.0
7,1009,10,SEV850615M56,SEV5556667771,8,83,1494.0
2,1007,7,CER881112L67,CHI8889990002,21,143,3575.0
4,1005,5,SEV850615M56,SEV4445556667,41,109,1308.0
7,1001,7,AXO901201T89,OXC7778889990,24,187,4675.0
2,1007,8,CER881112L67,CHS5556667778,22,75,1875.0
